Time, Temp (degC),P (bar),Vwind(knots),heading(deg)
00:00,21.2496876306,0.841286735834,3.53267881617,249.0
00:01,16.1833371128,1.25371918754,7.19301292162,298.0
00:02,21.7903657857,1.00056477169,0.821228769172,276.0
00:03,13.3308002757,1.27410374784,1.65598007837,300.0
00:04,19.8511979051,1.07636711671,18.4574791132,314.0
00:05,18.7899628253,1.04646323487,8.40821919151,280.0
00:06,13.9595839214,0.890136110847,8.28011211074,286.0
00:07,13.433671492,0.893698424683,2.18137779527,270.0
00:08,18.6809138894,0.943362827042,8.30031656669,274.0
00:09,15.6353527941,0.989809450879,12.9077195004,246.0
00:10,15.3675101775,0.955545786045,4.62599186485,267.0
00:11,15.0226194646,1.23635264326,5.48315159844,263.0
00:12,18.0873891444,0.938994271079,15.1348463913,251.0
00:13,14.1850133237,0.819607167961,7.91723791896,319.0
00:14,13.9232835365,1.26701912168,14.0269717802,316.0
00:15,15.7111398045,1.28403606477,4.5377092929,286.0
00:16,15.3273720045,0.807337494486,16.5050576362,268.0
00:17,20.7222600298,0.894410662068,0.536734452055,250.0
00:18,14.4812269901,0.829195363482,12.0314913824,273.0
00:19,14.6867369438,1.28491966641,13.6403421127,286.0
00:20,16.7160974895,0.922954274855,10.3505982925,287.0
00:21,16.0061835371,0.869894150561,18.4485027007,249.0
00:22,20.6216977583,1.0480487377,14.415936671,272.0
00:23,21.8372987919,0.887602124263,2.08382670053,302.0
00:24,13.2518030911,0.914903066756,14.1326856226,319.0
00:25,20.2237756041,1.12215487228,7.22940935057,295.0
00:26,14.5001932036,1.11097585144,1.62737187403,285.0
00:27,13.3018157109,0.817786478685,17.8750403399,321.0
00:28,14.6982933728,1.0552775327,2.6499413957,296.0
00:29,12.8743494475,1.2298964543,8.13629810705,275.0
00:30,19.0397664128,1.13046180257,5.03470713787,297.0
00:31,18.6943463745,0.952115407407,16.7146135444,295.0
00:32,17.5211769479,1.09137812569,10.2519273793,311.0
00:33,20.6956070445,0.961855598555,3.44735051907,308.0
00:34,20.6396179339,1.11788937103,8.30032202855,296.0
00:35,16.5475158681,0.96394218803,8.61116974623,319.0
00:36,21.0974653992,0.804447250434,2.09766365141,319.0
00:37,13.3628896098,0.993507693454,14.7795704439,312.0
00:38,19.2805840114,1.01276493467,2.49077372531,282.0
00:39,16.3277524544,1.07877565281,19.546182387,250.0
00:40,22.1389404704,1.07520844546,6.04037792722,305.0
00:41,15.6913019986,0.939541895496,17.446749246,279.0
00:42,20.2498931101,1.17925037577,15.9341797318,307.0
00:43,14.0159743618,1.1096721241,12.4009275446,299.0
00:44,16.3597361227,1.29992698871,6.99658404369,287.0
00:45,18.1051964143,0.99804402625,0.424477212189,247.0
00:46,21.4494838307,0.878679122328,4.4802511512,266.0
00:47,19.0892699302,1.18968279629,3.03626898293,308.0
00:48,15.4437966137,1.17468138039,1.02576842085,283.0
00:49,17.978205822,1.25413375447,12.5810269057,263.0
00:50,20.5509998158,0.840948028199,2.80953132696,269.0
00:51,21.6523660526,1.13404086611,17.478185585,309.0
00:52,12.7540820606,1.00973336509,3.65765086632,274.0
00:53,15.8324594644,0.848770101529,13.4803443769,317.0
00:54,16.0374925101,1.02085563857,3.03521011249,254.0
00:55,12.5979172237,1.0132177607,12.9690057822,294.0
00:56,21.2847111035,0.935821332276,2.32901630675,296.0
00:57,19.1836155345,0.803862485528,1.1973588474,318.0
00:58,17.9703458344,0.939967947166,15.5072161735,266.0
00:59,14.1106896038,1.21619030587,14.6621879784,269.0
01:00,14.3294017891,0.83833312889,1.62666725569,316.0
01:01,15.772793614,0.958557931461,13.3885414837,265.0
01:02,18.0397483086,1.20764139989,17.4527625524,263.0
01:03,14.8772336922,1.06625426525,4.44673789899,309.0
01:04,20.1559660808,1.14174788541,13.1641496601,315.0
01:05,16.192053308,0.81776520951,19.0349950326,300.0
01:06,18.7610964355,0.96823412211,16.3280436128,274.0
01:07,15.7879967361,0.945763341487,4.62760784896,259.0
01:08,17.8217687171,0.884102906818,0.568488981226,257.0
01:09,19.4630187459,1.11970191796,18.1508481808,245.0
01:10,21.5423420557,0.801971124471,12.8171808185,309.0
01:11,13.4720419178,1.27523280461,6.13507172835,287.0
01:12,15.542374285,0.89563116017,16.8084611978,288.0
01:13,16.8249572684,1.1293706778,1.89478175562,270.0
01:14,17.8309011712,1.26104456676,3.32278029396,250.0
01:15,18.6634462937,1.07704878472,11.6989190504,280.0
01:16,14.1058151487,1.216254117,14.7448224321,277.0
01:17,21.3328659947,0.958416920541,0.744328055498,320.0
01:18,17.0656202655,1.29841694277,4.14093007715,269.0
01:19,14.9615882771,1.07894833618,16.5850342662,283.0
01:20,16.6845128839,1.27429932299,11.1279315717,310.0
01:21,21.8883387476,0.914974140402,11.0541536691,294.0
01:22,12.6648409813,0.912739166295,19.8342273094,289.0
01:23,17.7794676805,0.975579864758,12.9146120594,269.0
01:24,15.4588406262,0.925888422912,8.37597266945,321.0
01:25,12.7993768911,1.15321504192,13.4573070561,247.0
01:26,14.192241023,1.09641362309,6.14106161368,246.0
01:27,14.490160912,1.02976769272,16.2194073774,301.0
01:28,16.0311497918,1.15327364712,9.61823720053,269.0
01:29,12.5291735886,1.25382586538,7.03713216385,276.0
01:30,17.3482066127,1.20994195377,4.67420605733,259.0
01:31,15.0280110631,1.04737793831,15.4271807082,244.0
01:32,21.9934575714,1.27920456564,19.5443862503,256.0
01:33,16.4193049334,0.997906266284,0.116682166452,313.0
01:34,22.2246164567,1.02373803094,7.16885592027,296.0
01:35,22.0208685723,0.985549809593,9.45180938336,297.0
01:36,21.1346219695,0.88953354049,19.5023740809,303.0
01:37,13.4985446791,1.10316184518,2.501484227,248.0
01:38,19.0028161664,1.22224342337,4.21079140614,301.0
01:39,18.0261062748,0.908878760778,16.6357543648,287.0
01:40,14.8950573467,1.20954261158,11.7743415228,270.0
01:41,13.6627612735,0.923136977412,0.855375452558,275.0
01:42,20.5110879659,0.89108442921,18.5131572276,284.0
01:43,19.9076743245,1.00611239319,19.6377342077,320.0
01:44,13.229832873,1.04559886424,5.86535823879,295.0
01:45,14.9025534654,0.809935776163,8.19242674173,267.0
01:46,17.9669567355,1.24626033435,10.9531797445,257.0
01:47,21.0677540856,1.23205052806,19.2412518008,305.0
01:48,19.0424624592,1.04781967559,18.2937048727,248.0
01:49,18.7794590039,0.888604082171,5.03342647767,320.0
01:50,17.9727485458,1.13756938721,2.10202734309,312.0
01:51,18.6757675311,1.1486073568,14.1076265607,282.0
01:52,21.7611724027,1.16812080598,12.4104341685,274.0
01:53,16.2340493039,0.96810793479,12.1842712357,276.0
01:54,19.4790074608,1.08892560912,10.4548914224,246.0
01:55,14.7654878687,1.18968449627,11.4597828579,277.0
01:56,15.2116305786,0.816960818832,1.76373734238,307.0
01:57,16.8869165771,1.14827796826,19.3437862874,285.0
01:58,22.3124345975,0.923839719919,1.42393989448,261.0
01:59,15.9759055925,1.18295968511,10.5227774565,251.0
02:00,17.0288974878,1.16824106722,8.1134764824,260.0
02:01,17.1403946681,1.19033736743,6.88160658473,279.0
02:02,13.7144465971,0.803448305659,19.1201245215,266.0
02:03,20.9715138888,0.99848128136,1.00584427164,271.0
02:04,21.3137637887,1.07342602935,19.7431563649,308.0
02:05,19.292732225,1.27979444725,16.0023245801,309.0
02:06,12.6914517948,0.808005985696,0.635505652268,318.0
02:07,21.4391603756,1.25093222399,16.8818670414,288.0
02:08,13.3066642508,1.05264384778,19.7118130799,246.0
02:09,13.073622355,1.009440612,0.365812126132,311.0
02:10,16.2134508192,1.24153758832,14.2074459282,292.0
02:11,21.4864632222,1.03935946143,7.87186969225,263.0
02:12,20.4155477624,1.09434285067,10.7654421062,292.0
02:13,18.9337205727,1.26743406143,8.81585015911,270.0
02:14,13.4687764416,0.899058860936,10.6353802429,253.0
02:15,20.4090447878,0.823817078693,1.62473349993,300.0
02:16,21.7706996249,0.930411627278,12.1458641322,309.0
02:17,20.1557644477,1.07964310619,0.534440588655,311.0
02:18,19.2807976074,1.04100282623,3.27267270282,266.0
02:19,12.7724957701,1.14420187906,4.62009187866,260.0
02:20,20.1332797831,0.921322691082,14.0874925755,262.0
02:21,20.3206584157,1.08545215011,4.49509760401,314.0
02:22,17.3977128706,0.835961190623,4.25811774461,319.0
02:23,15.836894875,0.952916130981,13.2789747625,277.0
02:24,21.8440887058,0.975299393809,12.8112554304,304.0
02:25,20.0526598072,1.24488036504,11.6945746968,301.0
02:26,18.5837805868,1.09264891095,5.98364103492,305.0
02:27,20.3501705492,0.988776260592,19.1432457012,313.0
02:28,21.1176401417,0.825003938744,12.8353843733,259.0
02:29,21.3871641367,1.04228937502,5.08261407027,319.0
02:30,13.4313700327,0.80294252952,3.60991268931,249.0
02:31,18.3419682301,1.01565643389,14.9263764232,284.0
02:32,17.1380645728,0.829247584305,9.09639145396,308.0
02:33,18.539441017,0.879191058279,11.1484521262,309.0
02:34,17.2816551772,1.24291820871,19.8926645979,279.0
02:35,13.3333743391,1.22620930027,0.879453270044,314.0
02:36,21.4221479543,1.11601470241,1.59447455321,296.0
02:37,14.3283148747,1.0419627539,13.9583953279,274.0
02:38,13.9107284462,1.28674280945,1.04088192594,285.0
02:39,14.099918623,1.25447689947,5.59488587282,246.0
02:40,15.4449080651,1.17389734912,18.4083129152,299.0
02:41,20.1043693975,1.03688373986,18.6638155691,274.0
02:42,20.693919374,0.81380475795,14.7266808667,310.0
02:43,17.7426951898,0.842493500112,2.86697551581,272.0
02:44,21.926885383,0.920852428523,6.05555645069,272.0
02:45,20.6807679622,0.835653735932,12.6789189273,308.0
02:46,22.0541817608,1.21768789869,11.5367341348,282.0
02:47,15.9776105653,1.16650888111,2.73238824879,309.0
02:48,12.8132985761,0.836098873124,4.11733815705,266.0
02:49,16.105909181,1.13523586813,13.406331031,284.0
02:50,18.8128698802,1.08650870814,12.7514763726,254.0
02:51,19.4666637618,0.984788937242,19.2059633051,258.0
02:52,16.7584522924,1.07317841195,3.37993855829,281.0
02:53,16.4815307597,1.20289600532,2.23643808622,267.0
02:54,21.2195869657,1.19948698555,8.69692694034,256.0
02:55,18.2807488595,1.2859763296,5.66591400517,289.0
02:56,18.0984651558,0.975617336841,16.5603952114,276.0
02:57,22.3237214085,0.948406632381,12.1322121186,256.0
02:58,20.9740812849,0.932554786666,4.4123781116,284.0
02:59,14.2467439786,1.29367970438,2.65632230131,303.0
03:00,14.089427813,1.0466205688,18.6196725249,277.0
03:01,21.8577379815,1.07239829341,8.20244009244,293.0
03:02,21.8141685211,1.22000415524,16.6744319775,285.0
03:03,20.6767618424,1.22747792832,1.79795890911,314.0
03:04,17.774220414,1.0087416442,1.16021000772,305.0
03:05,17.3012802914,1.04771538487,8.38100328912,314.0
03:06,12.9672724259,0.89251648426,14.708149359,302.0
03:07,13.890828707,0.821513228071,4.32105678473,309.0
03:08,18.7287147155,1.23751762097,15.9861039483,314.0
03:09,22.0075393042,1.18185074356,16.4365159884,316.0
03:10,18.0182428852,1.06922331286,2.7504628483,312.0
03:11,19.0092491298,1.24731342457,13.0274104072,293.0
03:12,15.6676292323,0.952006386072,8.36079385026,270.0
03:13,16.3647249281,0.832884958445,19.5259988084,283.0
03:14,15.2949124223,1.1972270057,13.2808422244,246.0
03:15,13.203083747,1.03077253783,10.5022238931,308.0
03:16,18.4362340211,1.03432201461,0.487212879377,283.0
03:17,19.7501255492,0.986378432062,16.5115591811,278.0
03:18,15.0258253457,1.19601259627,7.23529854788,268.0
03:19,16.4329453379,1.1843015713,12.1113492169,315.0
03:20,16.8724212595,1.00968167411,16.4917879548,308.0
03:21,18.3438226625,1.22781698759,18.7906546798,248.0
03:22,15.2142956277,1.06994879394,7.82588416861,315.0
03:23,21.0788640161,1.27307038892,2.81767914311,271.0
03:24,17.8296632478,0.839819129588,2.53984112397,275.0
03:25,16.7712474332,0.919685527327,2.01218593953,290.0
03:26,22.1756895106,1.06558347342,19.5486721686,312.0
03:27,15.3141389718,1.26605065607,15.8248994363,246.0
03:28,22.0643551561,1.26927346565,15.9728626274,250.0
03:29,16.2610406392,1.24593782337,7.32635980384,275.0
03:30,17.8431730215,0.876634742775,16.1705443677,292.0
03:31,14.6226975311,1.07579993033,3.30930606436,304.0
03:32,14.5513957329,1.15517932205,10.4643082708,314.0
03:33,14.1742046445,1.17722620636,13.0951740901,269.0
03:34,12.8278495496,0.901087480239,0.631433755243,283.0
03:35,13.0031864887,1.15022275232,17.4522700638,285.0
03:36,21.0036589999,1.04292409817,13.4680761311,296.0
03:37,15.7169588304,1.29773753683,19.8159222906,312.0
03:38,22.7022144505,0.901501141353,12.0475720391,244.0
03:39,17.5442668618,1.15432555217,3.53630291672,249.0
03:40,16.084192913,1.14701665077,3.19299655292,261.0
03:41,14.8555280241,1.25325716134,8.66744652811,276.0
03:42,14.7454164829,1.03992590443,1.89289377152,273.0
03:43,18.0397470693,0.895445679449,8.92329387729,276.0
03:44,20.4526957201,1.25556803658,11.3837628089,296.0
03:45,16.9667399073,1.23528548019,16.0748479014,308.0
03:46,22.3095625814,0.872663761928,14.9849121163,246.0
03:47,21.0171602983,1.08610270302,13.9743893959,262.0
03:48,16.9414241927,1.2331567862,9.40309505198,273.0
03:49,19.5259657431,0.839924644141,16.5574079912,284.0
03:50,13.566672302,1.00725460886,0.73082705785,323.0
03:51,13.7243589495,0.984004046765,15.2474369908,280.0
03:52,21.7646252152,1.21016097005,14.9095003454,292.0
03:53,16.2577714716,1.16724099006,10.4966984646,247.0
03:54,14.9060205572,0.947430612184,4.51500053333,259.0
03:55,21.047860238,0.966537075323,12.7314966776,260.0
03:56,21.9812533131,1.14530851193,10.8773558977,283.0
03:57,16.1763099653,1.27302188123,9.03244352087,252.0
03:58,13.6812718986,0.905704573101,17.8075279892,294.0
03:59,14.3205296998,0.963500713668,12.9739052572,310.0
04:00,22.136076714,1.02481019823,12.6242919167,305.0
04:01,22.7552834988,0.929617267267,12.1176312414,284.0
04:02,16.3210759271,0.946032883897,7.6536105254,298.0
04:03,13.617944653,1.03907978759,18.9387992112,272.0
04:04,20.2953803854,1.09912969305,17.6505440315,261.0
04:05,22.4501207977,1.02103484044,6.35520861601,282.0
04:06,18.5207568833,0.894681009645,12.9529645239,268.0
04:07,20.1465901615,1.19948616961,17.6994137964,280.0
04:08,18.3732225665,1.185970159,7.18778884133,314.0
04:09,15.5535833907,0.801460553013,3.96751745286,276.0
04:10,22.1677912497,0.827403194237,15.4429210694,259.0
04:11,17.906832866,1.28633046734,16.4410273084,250.0
04:12,20.2565350697,1.18903927157,12.6019870826,298.0
04:13,18.0198382965,1.02706038529,1.90967756749,282.0
04:14,16.067536156,0.865264493835,9.17994437042,275.0
04:15,13.5969423145,0.912712719161,0.47742382898,282.0
04:16,20.9349914298,1.15053367866,6.26559245763,264.0
04:17,18.8831228472,1.24672132729,11.3443925702,308.0
04:18,19.9069393417,1.28116558135,9.52144534487,271.0
04:19,13.6008119881,1.24398001037,16.4968987158,315.0
04:20,17.5030431275,0.973414404509,12.5786436066,298.0
04:21,15.8963476649,1.08776396432,9.14036260116,257.0
04:22,21.7107456664,1.03468059549,7.10710731132,255.0
04:23,17.4212037506,0.801204476133,9.26397417907,272.0
04:24,20.872704409,0.902338944662,9.16061416537,265.0
04:25,21.9782139826,1.16422033212,17.5095092495,253.0
04:26,14.1837965277,1.12341259086,2.6741687705,246.0
04:27,15.2523181258,0.85501131649,17.8566181382,260.0
04:28,18.3477448289,1.08794052723,15.3675078858,310.0
04:29,16.600770991,0.889649783662,14.8186800488,278.0
04:30,18.0611737246,1.07741596005,1.37562779946,288.0
04:31,20.18024296,0.991517159159,18.0878003003,262.0
04:32,14.8982852235,0.827677360116,8.21582560992,283.0
04:33,13.1937969914,1.21432001751,12.6853763362,302.0
04:34,20.4627424587,1.14976693524,8.46369106123,290.0
04:35,14.4299835598,0.970450630979,0.984408532452,281.0
04:36,14.4509545792,0.868396139834,12.3159487516,276.0
04:37,17.0881358594,1.22071756809,6.80751571856,307.0
04:38,15.3226522567,1.06906891986,19.7464488707,278.0
04:39,22.2267494117,1.14221958577,13.2202937701,324.0
04:40,17.3712439647,0.94294439995,18.0676525387,247.0
04:41,14.033165063,1.16656650726,19.6254462681,258.0
04:42,17.5868541967,1.28614188242,1.54314055871,313.0
04:43,22.7474647432,1.22827400381,4.33612661607,264.0
04:44,16.6273268169,0.893794590011,12.0997414611,292.0
04:45,15.0488943055,0.93949371271,14.4852450387,296.0
04:46,20.8777709871,0.891308997974,4.74530812046,297.0
04:47,16.5159919626,1.29764282635,0.614835602102,285.0
04:48,19.1989137981,0.816061590277,3.75569949054,257.0
04:49,18.5383571238,1.16945171241,0.648745287451,283.0
04:50,17.0017597291,1.18109977007,9.77721104084,267.0
04:51,19.3281289952,1.00997596258,9.52609550913,268.0
04:52,21.2473463578,1.22435973815,19.5191475457,295.0
04:53,14.6896339303,1.2419149636,17.11095486,294.0
04:54,21.2688019246,1.16105947337,18.1048299789,257.0
04:55,22.5562442415,1.17957543312,14.2576109241,293.0
04:56,15.4710412447,0.958731058345,4.86874460325,323.0
04:57,21.4259791007,0.862172415228,3.96914710241,261.0
04:58,20.1806909551,1.18469162821,4.16693388137,259.0
04:59,14.8816064788,0.890485953983,11.4231353971,297.0
05:00,21.4528887729,0.809252453285,9.7984602514,254.0
05:01,17.247157231,0.818549781526,9.8129617927,253.0
05:02,21.9532205906,0.867102416737,9.20232139547,252.0
05:03,14.3531660856,1.24987823557,13.0264647865,266.0
05:04,17.1654801798,1.01661293681,12.6460010669,289.0
05:05,21.0703172037,0.81167721763,12.5014062851,278.0
05:06,18.491952004,1.15711307765,15.0229895579,255.0
05:07,17.7671565219,0.874690098794,13.1999428005,313.0
05:08,16.3678167099,0.949309173218,9.71786343197,264.0
05:09,15.314128712,1.12740384208,10.9029627124,306.0
05:10,16.0593138417,1.17045101096,0.421825456878,316.0
05:11,13.8194821988,1.14549151097,8.67180475769,261.0
05:12,19.0644202824,0.895197860416,2.62205009914,259.0
05:13,16.7748499076,0.855841215933,1.71584142564,250.0
05:14,13.8251180703,0.968605872178,19.3944262713,314.0
05:15,15.4639854546,1.00269259287,9.94663984802,292.0
05:16,19.7143435322,0.828649592685,14.1813366829,311.0
05:17,13.7792553657,0.999155051537,10.817132987,245.0
05:18,19.0140769604,1.02787855073,3.78988337905,270.0
05:19,22.3270470931,1.07981626046,17.7829257335,267.0
05:20,17.2844408134,0.813870570202,19.5382389679,280.0
05:21,19.3777509769,1.03490024693,4.24450506576,319.0
05:22,15.7128653982,1.15609834382,17.7791523389,303.0
05:23,18.9338067486,1.1555382039,19.0449541776,300.0
05:24,16.5725650164,1.24385144602,9.77376575596,293.0
05:25,14.8510420583,1.12572793912,0.3429648483,307.0
05:26,20.2792345401,0.912992459406,18.8710823503,259.0
05:27,20.4522759267,0.859741827103,6.10567613602,285.0
05:28,13.8759062603,0.840002087402,12.3968186184,271.0
05:29,16.5474502856,1.26584849891,2.62453011683,273.0
05:30,20.5124244129,1.28921010536,7.54545443172,290.0
05:31,21.5751945869,0.852715988736,12.8971927253,300.0
05:32,22.4322971351,1.13250469798,7.85077747467,264.0
05:33,19.9515475617,1.06142147608,10.6458584333,254.0
05:34,13.1459271057,1.23290082685,10.6809688844,305.0
05:35,17.3713823559,1.01595827434,5.85232554584,295.0
05:36,22.3313202064,1.22849145661,8.90565377308,279.0
05:37,20.2582080635,1.22516497636,7.24978157262,307.0
05:38,22.6045378957,1.19344262872,4.4593248393,324.0
05:39,18.716332812,0.956289558212,5.52137896169,304.0
05:40,21.8051658723,1.28009925626,13.2307049313,324.0
05:41,14.6342120515,1.11019627682,8.28564340564,310.0
05:42,14.2391700556,0.975739980567,4.48063026183,314.0
05:43,16.3106923162,0.8429321037,2.88625025738,271.0
05:44,21.2559447933,1.07231468459,3.70175672079,297.0
05:45,19.3997918546,1.21255392438,8.61195357136,322.0
05:46,15.569369554,0.829472173596,10.6656777741,295.0
05:47,21.2456164926,1.01424053341,19.0113794856,284.0
05:48,13.0663165909,1.04208792153,0.878866001638,301.0
05:49,22.6875262668,1.24372693158,18.6669863515,269.0
05:50,15.6326840471,1.24195562329,0.998555817492,251.0
05:51,14.5367527742,1.24773306129,10.4271078073,316.0
05:52,21.8589425301,1.27849356799,1.21143350283,323.0
05:53,16.6654984402,1.07778862617,18.814373572,297.0
05:54,15.6763178051,1.21343562809,0.724164549895,266.0
05:55,17.3126483098,1.2456908712,14.954651743,260.0
05:56,21.6188904727,1.09311580348,0.305607079818,312.0
05:57,22.2983385695,1.19426204511,17.4154990789,257.0
05:58,20.9585038604,1.14137788792,11.1034756978,272.0
05:59,14.929500361,1.1560905092,12.4112881307,322.0
06:00,13.1591993289,0.98976287151,7.14509628876,265.0
06:01,21.9268193739,1.264357987,3.45667800463,298.0
06:02,14.4780636326,1.17955109951,10.7325178816,299.0
06:03,13.928099521,1.0764893972,14.0362995669,290.0
06:04,20.0708115162,1.14725743414,13.8427302514,320.0
06:05,17.7868857383,0.856647964932,19.5188953112,280.0
06:06,17.4230127096,1.13838605321,15.0338702086,246.0
06:07,22.8686801542,0.941882561293,3.59792223244,272.0
06:08,17.1320001408,1.24830284157,13.3423517277,294.0
06:09,20.3293297356,1.16770079299,1.93572826897,295.0
06:10,20.3576216251,1.29815404169,3.51063713988,265.0
06:11,16.7425719706,1.29182738718,0.302009847442,308.0
06:12,13.6283139056,0.805559294698,14.4904073613,292.0
06:13,22.6088766049,1.24837280683,2.74123710554,255.0
06:14,15.2722789488,0.801065629488,16.410579687,254.0
06:15,15.1597215128,0.957421755809,15.5120322128,302.0
06:16,16.7581155383,1.04676139104,0.144361477524,249.0
06:17,15.1215212666,1.09364894251,17.2026795323,248.0
06:18,17.3519909423,1.18271648442,5.46267829567,305.0
06:19,15.5760636295,0.88519315601,8.58401129176,272.0
06:20,15.9714667369,0.984546480826,17.7786835176,301.0
06:21,20.8742375672,0.865726387751,19.4476685032,316.0
06:22,16.3641105497,1.13259068313,16.5977615872,298.0
06:23,19.4806522457,1.04956615727,17.6292144771,257.0
06:24,20.1486669271,1.04602753832,3.17731618706,291.0
06:25,14.1519606332,0.962800453421,18.3899717075,284.0
06:26,18.3096498009,1.11702834073,11.8992636923,300.0
06:27,20.0022705043,1.03536730819,3.38669008432,319.0
06:28,19.567918724,0.807196076502,0.573858739965,266.0
06:29,15.603004017,0.882386512304,19.8915190233,249.0
06:30,20.9218642986,0.912207912883,5.26931043928,314.0
06:31,18.0782066496,1.19922371965,6.68325091085,276.0
06:32,13.9214799217,1.1681830427,19.9143155109,319.0
06:33,17.1150507429,0.904022527784,7.32314811905,292.0
06:34,22.2212467454,0.94711370223,12.0484346624,254.0
06:35,16.7551655802,1.005659664,14.8039703743,295.0
06:36,18.4528249606,1.23844124235,4.13253700641,253.0
06:37,15.6642860015,0.850242444705,9.55263424047,286.0
06:38,15.958024609,1.0908347738,0.705929099519,262.0
06:39,15.8681240165,1.13229966239,1.41731885807,315.0
06:40,16.137352584,0.895824754792,19.35636605,286.0
